City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
29,qaanaaq,77.484,-69.3632,-25.18,69,0,2.8,GL,1681099056
30,butaritari,3.0707,172.7902,27.66,76,84,4.24,KI,1681099057
31,tura,25.5198,90.2201,31.87,21,2,2.41,IN,1681099057
32,faanui,-16.4833,-151.75,27.78,74,100,7.64,PF,1681099057
33,georgetown,5.4112,100.3354,30.97,70,20,2.57,MY,1681099052
34,mount gambier,-37.8333,140.7667,15.43,59,92,3.6,AU,1681099058
35,ayorou,14.7308,0.9174,29.43,16,89,3.92,NE,1681099058
36,dikson,73.5069,80.5464,-26.25,100,94,4.36,RU,1681099059
37,saint-augustin,51.226,-58.6502,-2.73,91,100,3.9,CA,1681099059
38,bethel,41.3712,-73.414,5.36,72,0,0.0,US,1681099060
39,faya,18.3851,42.4509,14.06,63,0,1.58,SA,1681099060
40,busselton,-33.65,115.3333,19.99,61,100,7.78,AU,1681099060
41,aykhal,66.0,111.5,-18.6,82,100,4.3,RU,1681099061
42,pevek,69.7008,170.3133,-22.06,91,77,0.66,RU,1681099061
43,tecoanapa,16.5167,-98.75,26.66,75,28,1.81,MX,1681099061
44,shenjiamen,29.9576,122.298,15.01,83,3,8.04,CN,1681099062
45,ribeira grande,38.5167,-28.7,14.32,91,26,2.24,PT,1681099062
46,port alfred,-33.5906,26.891,15.02,77,9,6.44,ZA,1681099063
47,salym,60.0625,71.4789,-0.31,91,100,4.33,RU,1681099063
48,yar-sale,66.8333,70.8333,-14.24,93,100,7.48,RU,1681099063
49,guerrero negro,27.9769,-114.0611,14.66,88,1,4.04,MX,1681099064
50,bambous virieux,-20.3428,57.7575,26.79,94,75,2.57,MU,1681099064
51,hermanus,-34.4187,19.2345,15.45,72,47,9.76,ZA,1681099064
52,ongandjera,-17.8833,15.0667,21.23,45,88,2.37,NA,1681099065
53,kaitangata,-46.2817,169.8464,14.25,96,100,4.44,NZ,1681099065
54,balarampur,23.1167,86.2167,30.23,15,13,3.77,IN,1681099066
55,san quintin,30.4833,-115.95,14.8,85,0,3.95,MX,1681099066
56,lorengau,-2.0226,147.2712,25.06,91,100,2.28,PG,1681099067
57,puerto ayora,-0.7393,-90.3518,25.86,89,69,0.52,EC,1681099067
58,bukachacha,52.9833,116.9167,-2.57,87,100,4.52,RU,1681099067
59,labuhan,-6.8844,112.2051,30.05,65,77,3.31,ID,1681099068
60,victoria,22.2855,114.1577,26.09,82,34,0.45,HK,1681098819
61,mar del plata,-38.0023,-57.5575,21.02,72,61,4.02,AR,1681099068
62,nikolskoye,59.7035,30.7861,2.11,96,97,1.65,RU,1681099069
63,kiunga,-6.1219,141.2906,31.16,54,100,1.29,PG,1681099070
64,albany,42.6001,-73.9662,5.73,50,6,1.34,US,1681099055
65,katsuura,35.1333,140.3,17.49,50,1,9.49,JP,1681099070
66,new norfolk,-42.7826,147.0587,12.17,63,76,0.89,AU,1681099071
67,cape town,-33.9258,18.4232,16.88,77,40,5.14,ZA,1681098973
68,san patricio,28.017,-97.5169,21.58,81,100,4.17,US,1681099071
69,zabol,32.25,67.25,16.04,34,0,0.52,AF,1681099071
70,vardo,70.3705,31.1107,-0.01,80,63,8.23,NO,1681099072
71,praya,14.9215,-23.5087,21.3,60,75,6.17,CV,1681099072
72,deputatskiy,69.3,139.9,-15.67,65,100,5.16,RU,1681099073
73,kapaa,22.0752,-159.319,25.99,83,100,8.75,US,1681099073
74,bethanien,-26.502,17.1583,7.88,66,7,1.82,NA,1681099073
75,saint-philippe,-21.3585,55.7679,24.77,81,100,4.54,RE,1681099074
76,bandarbeyla,9.4942,50.8122,27.93,71,84,5.48,SO,1681099074
77,sur,22.5667,59.5289,27.37,58,25,3.07,OM,1681099075
78,thurso,58.5927,-3.5259,8.14,93,100,8.78,GB,1681099075
79,te anau,-45.4167,167.7167,14.85,75,100,0.89,NZ,1681099075
80,huarmey,-10.0681,-78.1522,25.24,81,100,4.09,PE,1681099076
81,norman wells,65.282,-126.8329,2.02,64,75,1.03,CA,1681099076
82,kruisfontein,-34.0033,24.7314,9.38,77,0,3.59,ZA,1681099076
83,dingle,10.9995,122.6711,29.52,63,100,4.29,PH,1681099077
84,atuona,-9.8,-139.0333,27.13,77,17,5.71,PF,1681099077
85,tiksi,71.6872,128.8694,-15.84,79,100,1.83,RU,1681099079
86,castro,-24.7911,-50.0119,14.31,99,81,2.62,BR,1681099079
87,rockport,28.0206,-97.0544,21.67,100,100,3.6,US,1681099079
88,bredasdorp,-34.5322,20.0403,15.0,66,63,8.42,ZA,1681099080
89,nimaj,26.1497,74.0,32.89,9,46,3.38,IN,1681099080
90,mokhsogollokh,61.4681,128.9203,-3.23,71,87,1.95,RU,1681099081
91,tigre,-34.426,-58.5796,22.0,79,0,2.57,AR,1681099081
92,nantucket,41.2835,-70.0995,6.03,60,0,3.09,US,1681099082
93,tuktoyaktuk,69.4541,-133.0374,-9.0,86,100,7.2,CA,1681099082
94,korla,41.7597,86.1469,14.57,27,63,0.99,CN,1681099083
95,upernavik,72.7868,-56.1549,-17.97,96,100,7.67,GL,1681099083
96,poum,-20.2333,164.0167,26.67,67,0,2.03,NC,1681099084
97,campos altos,-19.6961,-46.1714,16.06,99,73,2.0,BR,1681099084
98,zeya,53.75,127.2667,3.4,47,100,2.45,RU,1681099084
99,chapais,49.7834,-74.8492,-0.12,93,17,4.19,CA,1681099085
100,salalah,17.0151,54.0924,26.73,71,4,1.2,OM,1681099085
101,maldonado,-34.6667,-54.9167,19.01,91,0,3.2,UY,1681099086
102,yatou,37.15,122.3833,15.11,65,22,10.15,CN,1681099086
103,upornaya,44.3914,41.0196,7.85,80,96,1.88,RU,1681099087
104,talara,-4.5772,-81.2719,27.27,77,99,3.83,PE,1681099087
105,goroka,-6.0834,145.3873,21.28,85,92,1.07,PG,1681099088
106,charters towers,-20.1,146.2667,31.96,20,1,1.77,AU,1681099088
107,mahibadhoo,3.7833,72.9667,28.86,73,35,4.83,MV,1681099088
108,boueni,-12.9025,45.0761,25.99,76,18,3.2,YT,1681099089
109,san cristobal,7.7669,-72.225,24.1,93,93,1.53,VE,1681099089
110,chuy,-33.6971,-53.4616,17.28,93,0,2.17,UY,1681099090
111,bubaque,11.2833,-15.8333,25.55,58,73,6.37,GW,1681099090
112,buraydah,26.326,43.975,18.25,14,92,6.29,SA,1681099091
113,clyde river,70.4692,-68.5914,-24.87,70,0,1.54,CA,1681099091
114,lianzhou,24.7811,112.3825,21.1,77,100,1.88,CN,1681099092
115,tongliao,43.6125,122.2653,22.56,14,100,11.21,CN,1681099092
116,le pradet,43.1066,6.0172,11.46,76,0,1.54,FR,1681099092
117,khatanga,71.9667,102.5,-16.74,91,100,2.37,RU,1681099093
118,ngunguru,-35.6167,174.5,20.85,79,0,6.55,NZ,1681099093
119,shu,43.5983,73.7614,15.09,56,100,0.5,KZ,1681099093
120,cartagena,10.3997,-75.5144,25.79,83,20,4.63,CO,1681098968
121,sao felix do xingu,-6.6447,-51.995,22.4,99,100,0.83,BR,1681099094
122,porto velho,-8.7619,-63.9039,25.03,94,75,0.0,BR,1681099094
123,fairbanks,64.8378,-147.7164,-11.89,58,20,6.17,US,1681098902
124,fortuna,40.5982,-124.1573,14.4,86,100,0.45,US,1681099095
125,hami,42.8,93.45,12.24,22,48,6.99,CN,1681099095
126,puerto escondido,15.85,-97.0667,27.12,72,3,2.72,MX,1681099096
127,vila franca do campo,37.7167,-25.4333,16.23,91,8,1.68,PT,1681099096
128,gat,31.61,34.7642,25.78,39,99,7.13,IL,1681098904
129,superior,46.7208,-92.1041,9.54,58,100,4.12,US,1681099031
130,avera,33.194,-82.5271,11.03,67,1,4.89,US,1681099098
131,xai-xai,-25.0519,33.6442,21.27,94,4,3.43,MZ,1681099098
132,jamestown,42.097,-79.2353,4.8,60,0,2.06,US,1681099086
133,lata,40.1629,-8.3327,11.62,86,93,1.1,PT,1681099099
134,darhan,49.4867,105.9228,-6.51,52,100,9.18,MN,1681099099
135,cherskiy,68.75,161.3,-11.43,75,1,2.57,RU,1681099100
136,broken hill,-31.95,141.4333,19.08,38,0,4.5,AU,1681099100
137,monrovia,6.3005,-10.7969,26.24,83,100,0.44,LR,1681099101
138,hobart,-42.8794,147.3294,12.37,86,75,7.2,AU,1681099102
139,hofn,64.2539,-15.2082,6.83,95,100,8.68,IS,1681099102
140,mmabatho,-25.85,25.6333,14.98,94,75,4.63,ZA,1681099103
141,moose factory,51.2585,-80.6094,11.0,40,20,8.23,CA,1681099103
142,cap malheureux,-19.9842,57.6142,26.93,75,97,3.13,MU,1681099103
143,ipatovo,45.7181,42.9036,9.18,81,71,3.87,RU,1681099104
144,berlevag,70.8578,29.0864,3.0,87,100,8.23,NO,1681099104
145,ayagoz,47.9714,80.4392,5.3,31,0,0.93,KZ,1681099105
146,trairi,-3.2778,-39.2689,23.27,94,79,2.05,BR,1681098936
147,nome,64.5011,-165.4064,-18.24,71,0,7.2,US,1681099106
148,suntar,62.1444,117.6319,-10.01,75,100,2.04,RU,1681099106
149,ilulissat,69.2167,-51.1,-13.86,95,75,1.0,GL,1681099106
150,isangel,-19.55,169.2667,29.57,70,8,1.96,VU,1681099107
151,tasiilaq,65.6145,-37.6368,1.42,96,100,13.22,GL,1681099107
152,luganville,-15.5333,167.1667,29.84,70,77,3.11,VU,1681099107
153,lompoc,34.6391,-120.4579,17.1,89,0,1.54,US,1681099108
154,mexico,15.0646,120.7198,32.84,35,73,3.68,PH,1681098523
155,husavik,66.0449,-17.3389,4.05,90,100,5.12,IS,1681099109
156,khelyulya,61.7333,30.6833,-2.28,100,91,2.09,RU,1681099109
157,urubicha,-15.3833,-62.95,21.65,92,78,0.94,BO,1681099110
158,batagay,67.6333,134.6333,-11.45,66,3,3.46,RU,1681099110
159,dallas,32.7668,-96.7836,19.3,71,75,1.79,US,1681098308
160,atasu,48.6814,71.6433,7.42,30,53,2.73,KZ,1681099111
161,rongcheng,30.634,117.8517,25.62,48,52,2.44,CN,1681099111
162,hithadhoo,-0.6,73.0833,27.9,70,4,2.15,MV,1681099112
163,chicama,-7.8447,-79.1469,26.3,78,89,3.3,PE,1681099112
164,paamiut,61.994,-49.6678,-1.98,89,100,8.73,GL,1681099112
165,avarua,-21.2078,-159.775,27.03,74,33,3.09,CK,1681099113
166,ahipara,-35.1667,173.1667,20.03,80,0,6.25,NZ,1681099113
167,praia,14.9215,-23.5087,21.3,60,75,6.17,CV,1681099072
168,san juan,-31.5375,-68.5364,24.68,43,8,2.92,AR,1681099021
169,japura,-0.3167,102.35,30.82,65,92,1.2,ID,1681099115
170,petropavlovsk-kamchatskiy,53.0452,158.6483,3.33,75,75,3.0,RU,1681099115
171,juneau,58.3019,-134.4197,3.45,95,100,5.66,US,1681098906
172,niceville,30.5169,-86.4822,16.62,76,100,5.14,US,1681099116
173,arraial do cabo,-22.9661,-42.0278,23.66,67,100,5.25,BR,1681099116
174,selenginsk,52.0064,106.8647,-3.77,65,100,9.23,RU,1681099117
175,turiacu,-1.6633,-45.3717,23.27,94,75,0.86,BR,1681099117
176,wajir,1.7471,40.0573,25.98,83,40,2.06,KE,1681099117
177,egvekinot,66.3167,-179.1667,-17.98,83,71,0.61,RU,1681099118
178,wagrowiec,52.8084,17.1996,3.97,92,17,2.16,PL,1681099118
179,lincoln,40.8,-96.667,17.95,51,0,6.17,US,1681099119
180,sarai alamgir,32.9012,73.7559,27.13,26,16,2.13,PK,1681099119
181,de-kastri,51.4667,140.7833,4.3,62,20,0.18,RU,1681099120
182,weligama,5.9667,80.4167,30.01,59,2,3.55,LK,1681099120
183,pocatello,42.8713,-112.4455,8.95,62,0,4.92,US,1681099120
184,mantenopolis,-18.8625,-41.1228,20.88,96,100,0.91,BR,1681099121
185,namibe,-15.1961,12.1522,23.09,76,29,2.43,AO,1681099121
186,yellowknife,62.456,-114.3525,2.29,75,75,6.17,CA,1681099121
187,srednekolymsk,67.45,153.6833,-5.86,74,5,6.26,RU,1681099122
188,turayf,31.6725,38.6637,19.14,30,0,2.06,SA,1681099122
189,axim,4.8699,-2.2405,26.32,85,100,2.69,GH,1681099123
190,camacha,33.0833,-16.3333,15.68,82,40,5.14,PT,1681099105
191,carnarvon,-24.8667,113.6333,23.36,51,98,6.37,AU,1681099125
192,akdepe,42.0551,59.3788,11.05,67,14,2.95,TM,1681099125
193,cidreira,-30.1811,-50.2056,22.05,86,0,7.83,BR,1681099125
194,aadorf,47.492,8.901,4.55,79,23,0.91,CH,1681099126
195,mackay,-21.15,149.2,26.34,53,0,3.07,AU,1681099126
196,sao joao da barra,-21.6403,-41.0511,21.81,89,100,3.4,BR,1681099126
197,taiobeiras,-15.8078,-42.2331,18.53,93,43,1.99,BR,1681099127
198,touros,-5.1989,-35.4608,24.73,92,100,3.78,BR,1681099128
199,port hedland,-20.3167,118.5667,35.03,46,77,5.14,AU,1681099128
200,nouadhibou,20.931,-17.0347,17.02,90,0,8.08,MR,1681099128
201,thompson,55.7435,-97.8558,7.09,53,20,1.03,CA,1681099129
202,broome,42.2506,-75.833,3.59,70,4,1.34,US,1681099129
203,batote,33.1227,75.321,17.68,38,11,1.49,IN,1681099130
204,gisors,49.2818,1.7801,10.6,77,100,3.41,FR,1681099130
205,chau doc,10.7,105.1167,34.97,40,89,2.55,VN,1681099130
206,kodiak,57.79,-152.4072,-4.27,39,0,10.8,US,1681099131
207,east london,-33.0153,27.9116,15.52,77,20,5.14,ZA,1681099118
208,petatlan,17.5167,-101.2667,24.9,70,65,1.24,MX,1681099131
209,alofi,-19.0595,-169.9187,28.94,70,75,7.2,NU,1681099133
210,lieksa,63.3167,30.0167,-3.8,98,61,1.42,FI,1681099133
211,bilma,18.6853,12.9164,26.35,17,67,5.52,NE,1681099133
212,the hammocks,25.6715,-80.4445,23.34,80,20,5.14,US,1681099134
213,palmaner,13.2,78.75,27.1,48,33,4.0,IN,1681099134
214,guane,22.2025,-84.0875,21.3,77,4,2.57,CU,1681099134
215,ostrovnoy,68.0531,39.5131,-1.74,87,99,6.97,RU,1681099135
216,pecos,31.4229,-103.4932,22.46,49,0,4.12,US,1681099136
217,colquechaca,-18.6667,-66.0167,0.82,82,97,1.57,BO,1681099136
218,nuqui,5.7125,-77.2708,26.22,86,81,0.74,CO,1681099136
219,otjiwarongo,-20.4637,16.6477,18.67,36,71,2.58,NA,1681099137
220,dagana,16.5165,-15.5068,18.54,64,36,5.07,MR,1681099137
221,aquiraz,-3.9014,-38.3911,24.54,88,87,1.56,BR,1681099137
222,savannah bight,16.45,-85.85,26.17,68,1,3.06,HN,1681099138
223,kumher,27.3167,77.3667,31.56,10,50,2.23,IN,1681099138
224,timra,62.487,17.3257,-3.18,93,40,0.51,SE,1681099138
225,prince rupert,54.3161,-130.3201,6.83,84,100,15.43,CA,1681099139
226,eureka,40.8021,-124.1637,14.82,89,100,0.89,US,1681099139
227,longyearbyen,78.2186,15.6401,-1.09,80,75,9.26,SJ,1681099139
228,ponta do sol,32.6667,-17.1,19.35,58,21,2.66,PT,1681099140
229,muisne,0.6,-80.0333,25.36,87,98,0.57,EC,1681099140
230,souillac,-20.5167,57.5167,25.21,94,75,2.57,MU,1681099140
